vehicle_age,vehicle_type,fuel_type,usage_type,vehicle_value,driver_age,annual_mileage,credit_score_tier,previous_claims_count,coverage_tier,deductible_amount,annual_premium,claim_filed,claim_amount
7,HATCHBACK,DIESEL,COMMERCIAL,10750.14,62,17486,GOOD,0,COMPREHENSIVE,500.0,413.61,0,0.0
14,SEDAN,ELECTRIC,PERSONAL,6337.85,42,12037,EXCELLENT,0,COMPREHENSIVE,1000.0,250.0,0,0.0
11,TRUCK,ELECTRIC,PERSONAL,19763.99,61,13385,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
11,TRUCK,ELECTRIC,PERSONAL,20861.12,62,19354,GOOD,1,ZERO_DEP_PREMIUM,500.0,730.14,0,0.0
8,SUV,PETROL,PERSONAL,12714.94,51,7994,EXCELLENT,0,COMPREHENSIVE,1000.0,362.38,0,0.0
10,SUV,CNG,PERSONAL,17236.3,52,16032,GOOD,0,COMPREHENSIVE,500.0,491.23,0,0.0
10,HATCHBACK,ELECTRIC,PERSONAL,5475.13,78,8503,GOOD,0,COMPREHENSIVE,250.0,250.0,0,0.0
6,SEDAN,HYBRID,PERSONAL,12147.27,34,17644,FAIR,0,COMPREHENSIVE,1000.0,346.2,0,0.0
0,SUV,PETROL,PERSONAL,40348.28,43,11897,EXCELLENT,1,COMPREHENSIVE,500.0,1149.93,0,0.0
15,SUV,HYBRID,COMMERCIAL,10444.78,38,8541,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,493.52,0,0.0
11,SEDAN,ELECTRIC,PERSONAL,8995.52,68,9540,POOR,0,ZERO_DEP_PREMIUM,2000.0,314.84,0,0.0
11,SEDAN,ELECTRIC,COMMERCIAL,6702.16,29,10254,EXCELLENT,1,ZERO_DEP_PREMIUM,1000.0,316.68,0,0.0
12,SEDAN,PETROL,PERSONAL,11202.29,33,16788,FAIR,0,COMPREHENSIVE,250.0,319.27,0,0.0
12,SEDAN,ELECTRIC,PERSONAL,10157.85,69,18527,GOOD,1,ZERO_DEP_PREMIUM,1000.0,408.85,0,0.0
5,SEDAN,CNG,PERSONAL,14442.81,37,10691,EXCELLENT,1,COMPREHENSIVE,500.0,411.62,0,0.0
6,COMMERCIAL_VAN,DIESEL,PERSONAL,22610.61,71,8573,GOOD,0,ZERO_DEP_PREMIUM,250.0,910.08,0,0.0
11,SUV,DIESEL,PERSONAL,9178.28,27,21634,POOR,0,COMPREHENSIVE,250.0,261.58,0,0.0
5,COMMERCIAL_VAN,HYBRID,COMMERCIAL,22231.1,40,16185,FAIR,0,COMPREHENSIVE,1000.0,855.34,1,2206.28
9,SUV,PETROL,PERSONAL,16418.76,72,9011,GOOD,1,COMPREHENSIVE,500.0,538.12,0,0.0
10,SEDAN,DIESEL,PERSONAL,10753.13,64,14117,GOOD,0,THIRD_PARTY,1000.0,250.0,0,0.0
12,SUV,DIESEL,PERSONAL,9818.17,47,10644,GOOD,0,ZERO_DEP_PREMIUM,500.0,343.64,0,0.0
1,SUV,HYBRID,COMMERCIAL,40744.37,76,6716,GOOD,0,ZERO_DEP_PREMIUM,1000.0,2213.95,0,0.0
12,SEDAN,PETROL,PERSONAL,7623.09,25,11104,GOOD,0,COMPREHENSIVE,1000.0,250.0,0,0.0
8,SUV,DIESEL,RIDESHARE,18728.43,68,6331,POOR,2,COMPREHENSIVE,1000.0,800.64,1,2904.4
2,SEDAN,DIESEL,RIDESHARE,19163.65,22,10337,EXCELLENT,0,THIRD_PARTY,500.0,449.15,0,0.0
5,SUV,ELECTRIC,PERSONAL,22411.63,29,10759,GOOD,1,ZERO_DEP_PREMIUM,2000.0,784.41,0,0.0
15,SUV,DIESEL,PERSONAL,7394.59,59,10071,GOOD,0,COMPREHENSIVE,500.0,250.0,0,0.0
5,SEDAN,HYBRID,COMMERCIAL,18546.7,71,16599,GOOD,0,COMPREHENSIVE,500.0,820.62,0,0.0
15,SEDAN,HYBRID,PERSONAL,6305.0,31,14319,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
7,HATCHBACK,PETROL,PERSONAL,5881.01,77,9623,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,250.0,0,0.0
12,SUV,PETROL,RIDESHARE,8355.26,71,13952,GOOD,0,COMPREHENSIVE,250.0,410.77,0,0.0
3,SEDAN,PETROL,RIDESHARE,20176.6,29,18376,FAIR,0,COMPREHENSIVE,500.0,862.55,1,5788.49
14,COMMERCIAL_VAN,PETROL,RIDESHARE,8404.83,41,8765,GOOD,0,COMPREHENSIVE,500.0,359.31,0,0.0
5,SEDAN,DIESEL,PERSONAL,18001.93,62,6586,GOOD,0,COMPREHENSIVE,1000.0,513.06,0,0.0
0,SUV,HYBRID,PERSONAL,35486.43,70,7619,GOOD,0,THIRD_PARTY,1000.0,510.12,0,0.0
8,COMMERCIAL_VAN,ELECTRIC,PERSONAL,20694.67,70,14194,GOOD,0,COMPREHENSIVE,500.0,678.27,0,0.0
11,SEDAN,PETROL,PERSONAL,12591.99,34,19204,EXCELLENT,0,ZERO_DEP_PREMIUM,1000.0,440.72,0,0.0
8,SEDAN,PETROL,PERSONAL,13083.83,18,16315,EXCELLENT,0,COMPREHENSIVE,1000.0,466.11,0,0.0
6,SEDAN,DIESEL,PERSONAL,18472.95,71,18282,FAIR,1,COMPREHENSIVE,2000.0,605.45,0,0.0
10,SEDAN,DIESEL,PERSONAL,12424.46,59,3000,GOOD,0,COMPREHENSIVE,250.0,354.1,0,0.0
12,SEDAN,PETROL,COMMERCIAL,11279.1,75,8749,EXCELLENT,0,ZERO_DEP_PREMIUM,1000.0,612.88,0,0.0
0,SUV,HYBRID,COMMERCIAL,30593.25,54,7469,EXCELLENT,1,ZERO_DEP_PREMIUM,2000.0,1445.53,0,0.0
2,SEDAN,HYBRID,COMMERCIAL,27540.41,28,15013,FAIR,0,COMPREHENSIVE,500.0,1059.62,0,0.0
11,SUV,PETROL,PERSONAL,17016.47,59,11602,GOOD,1,ZERO_DEP_PREMIUM,2000.0,595.58,0,0.0
4,COMMERCIAL_VAN,HYBRID,PERSONAL,25405.31,23,3000,POOR,2,COMPREHENSIVE,2000.0,905.06,0,0.0
3,HATCHBACK,PETROL,COMMERCIAL,11088.6,32,15918,GOOD,0,COMPREHENSIVE,1000.0,426.63,0,0.0
4,SUV,ELECTRIC,PERSONAL,33732.92,58,17756,EXCELLENT,0,COMPREHENSIVE,1000.0,961.39,0,0.0
6,SEDAN,DIESEL,PERSONAL,16821.94,57,21542,FAIR,1,ZERO_DEP_PREMIUM,500.0,588.77,0,0.0
8,SUV,PETROL,PERSONAL,16361.52,40,13242,EXCELLENT,0,COMPREHENSIVE,2000.0,466.3,0,0.0
0,SUV,HYBRID,PERSONAL,45154.06,40,15285,GOOD,0,COMPREHENSIVE,1000.0,1286.89,0,0.0
4,SUV,DIESEL,PERSONAL,22542.47,55,7364,EXCELLENT,0,THIRD_PARTY,500.0,281.78,1,1852.24
2,SEDAN,ELECTRIC,COMMERCIAL,17730.13,55,5112,GOOD,0,THIRD_PARTY,1000.0,299.2,0,0.0
2,TRUCK,PETROL,RIDESHARE,39379.69,66,18095,FAIR,0,COMPREHENSIVE,1000.0,1683.48,1,17540.9
10,SUV,PETROL,PERSONAL,15369.69,29,14961,GOOD,0,THIRD_PARTY,1000.0,250.0,0,0.0
1,SEDAN,PETROL,PERSONAL,30238.01,24,18119,EXCELLENT,0,THIRD_PARTY,250.0,472.47,0,0.0
5,SEDAN,DIESEL,COMMERCIAL,16548.02,54,11349,GOOD,1,ZERO_DEP_PREMIUM,1000.0,781.89,0,0.0
13,SUV,DIESEL,PERSONAL,13418.88,33,23165,GOOD,0,ZERO_DEP_PREMIUM,1000.0,469.66,0,0.0
5,HATCHBACK,PETROL,PERSONAL,9165.04,72,13908,FAIR,0,COMPREHENSIVE,500.0,300.38,0,0.0
2,HATCHBACK,DIESEL,RIDESHARE,14611.1,55,9108,FAIR,1,ZERO_DEP_PREMIUM,2000.0,767.08,0,0.0
0,HATCHBACK,DIESEL,COMMERCIAL,13534.9,57,11069,EXCELLENT,1,ZERO_DEP_PREMIUM,1000.0,639.52,0,0.0
6,SEDAN,ELECTRIC,RIDESHARE,14318.89,52,5282,FAIR,0,COMPREHENSIVE,500.0,612.13,0,0.0
1,SUV,DIESEL,PERSONAL,42597.1,57,8259,EXCELLENT,0,THIRD_PARTY,500.0,532.46,0,0.0
7,SUV,HYBRID,PERSONAL,15835.06,46,10758,EXCELLENT,0,THIRD_PARTY,250.0,250.0,0,0.0
15,SEDAN,DIESEL,COMMERCIAL,8006.23,56,19474,EXCELLENT,1,THIRD_PARTY,1000.0,250.0,0,0.0
2,SEDAN,DIESEL,PERSONAL,19334.7,34,12203,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,676.71,0,0.0
0,HATCHBACK,PETROL,COMMERCIAL,11586.28,68,17379,FAIR,0,COMPREHENSIVE,1000.0,445.78,1,657.81
9,SEDAN,PETROL,PERSONAL,8644.53,43,12050,GOOD,0,COMPREHENSIVE,1000.0,250.0,0,0.0
8,SUV,PETROL,COMMERCIAL,20689.31,37,7882,GOOD,1,COMPREHENSIVE,500.0,796.02,0,0.0
4,SEDAN,DIESEL,PERSONAL,15751.46,63,14954,POOR,1,COMPREHENSIVE,250.0,448.92,1,4429.37
0,SEDAN,PETROL,PERSONAL,30105.45,42,8698,GOOD,0,THIRD_PARTY,1000.0,376.32,1,4689.77
9,SEDAN,PETROL,PERSONAL,13233.91,77,10713,EXCELLENT,1,COMPREHENSIVE,500.0,433.74,0,0.0
10,COMMERCIAL_VAN,ELECTRIC,PERSONAL,13933.37,55,21642,GOOD,0,ZERO_DEP_PREMIUM,500.0,487.67,0,0.0
5,HATCHBACK,PETROL,PERSONAL,10308.44,56,15220,FAIR,0,ZERO_DEP_PREMIUM,1000.0,360.8,0,0.0
9,COMMERCIAL_VAN,PETROL,PERSONAL,15978.99,54,8808,POOR,1,THIRD_PARTY,1000.0,250.0,0,0.0
2,SUV,PETROL,COMMERCIAL,40637.51,36,15794,GOOD,1,THIRD_PARTY,250.0,685.76,0,0.0
10,SEDAN,ELECTRIC,PERSONAL,9354.97,38,8279,FAIR,0,ZERO_DEP_PREMIUM,1000.0,327.42,0,0.0
14,SUV,PETROL,PERSONAL,7963.12,49,4606,FAIR,1,COMPREHENSIVE,500.0,250.0,0,0.0
3,SUV,DIESEL,PERSONAL,25932.59,45,17416,EXCELLENT,0,COMPREHENSIVE,1000.0,739.08,0,0.0
7,HATCHBACK,DIESEL,RIDESHARE,9662.7,56,13826,GOOD,0,COMPREHENSIVE,2000.0,413.08,0,0.0
14,SEDAN,DIESEL,PERSONAL,8249.46,58,11612,EXCELLENT,0,COMPREHENSIVE,250.0,250.0,0,0.0
4,SUV,DIESEL,PERSONAL,33249.42,29,5005,GOOD,1,THIRD_PARTY,2000.0,415.62,0,0.0
11,SEDAN,ELECTRIC,COMMERCIAL,12136.39,74,11081,FAIR,0,ZERO_DEP_PREMIUM,2000.0,659.46,0,0.0
5,SEDAN,PETROL,PERSONAL,14631.95,64,13365,FAIR,0,THIRD_PARTY,500.0,250.0,0,0.0
9,HATCHBACK,PETROL,PERSONAL,6974.33,32,7254,GOOD,1,THIRD_PARTY,250.0,250.0,0,0.0
3,SUV,PETROL,PERSONAL,33180.62,45,12690,FAIR,1,THIRD_PARTY,1000.0,414.76,0,0.0
5,SEDAN,PETROL,COMMERCIAL,21766.85,73,19476,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,1182.76,0,0.0
2,SUV,PETROL,PERSONAL,27904.12,38,13519,EXCELLENT,0,THIRD_PARTY,500.0,348.8,0,0.0
9,SUV,PETROL,COMMERCIAL,15576.61,33,15129,EXCELLENT,0,ZERO_DEP_PREMIUM,250.0,735.99,0,0.0
11,HATCHBACK,DIESEL,COMMERCIAL,7538.89,40,10520,FAIR,0,THIRD_PARTY,500.0,250.0,0,0.0
0,TRUCK,DIESEL,PERSONAL,41841.3,69,7770,FAIR,2,THIRD_PARTY,500.0,601.47,0,0.0
5,COMMERCIAL_VAN,PETROL,COMMERCIAL,24575.41,43,9973,GOOD,0,ZERO_DEP_PREMIUM,1000.0,1161.19,1,2570.97
13,HATCHBACK,ELECTRIC,PERSONAL,6259.48,32,17247,POOR,0,ZERO_DEP_PREMIUM,1000.0,250.0,0,0.0
12,SEDAN,PETROL,PERSONAL,10577.46,54,12062,FAIR,0,ZERO_DEP_PREMIUM,500.0,370.21,0,0.0
15,SUV,PETROL,PERSONAL,7614.53,29,11589,GOOD,1,THIRD_PARTY,1000.0,250.0,0,0.0
0,SUV,DIESEL,RIDESHARE,33384.84,21,10224,GOOD,0,ZERO_DEP_PREMIUM,2000.0,2190.88,0,0.0
9,SEDAN,PETROL,PERSONAL,10537.28,52,6778,FAIR,2,THIRD_PARTY,2000.0,250.0,0,0.0
11,HATCHBACK,PETROL,PERSONAL,7591.52,48,18653,EXCELLENT,0,COMPREHENSIVE,1000.0,250.0,0,0.0
2,SEDAN,PETROL,PERSONAL,30126.77,78,11563,EXCELLENT,1,COMPREHENSIVE,500.0,987.4,0,0.0
11,TRUCK,HYBRID,PERSONAL,19362.47,44,10108,EXCELLENT,1,THIRD_PARTY,500.0,250.0,0,0.0
7,SUV,ELECTRIC,PERSONAL,19329.46,78,12858,FAIR,0,COMPREHENSIVE,1000.0,633.52,0,0.0
6,SUV,PETROL,PERSONAL,14455.9,49,10116,POOR,0,COMPREHENSIVE,2000.0,411.99,0,0.0
7,SUV,ELECTRIC,PERSONAL,22105.33,50,13907,GOOD,0,ZERO_DEP_PREMIUM,1000.0,773.69,0,0.0
9,TRUCK,ELECTRIC,PERSONAL,18312.11,30,9419,POOR,1,COMPREHENSIVE,1000.0,521.9,0,0.0
9,SUV,DIESEL,PERSONAL,17609.85,54,13056,GOOD,1,COMPREHENSIVE,1000.0,501.88,1,727.65
1,SUV,ELECTRIC,PERSONAL,36844.71,61,12263,GOOD,0,ZERO_DEP_PREMIUM,500.0,1289.56,0,0.0
9,SEDAN,PETROL,COMMERCIAL,11533.2,19,20849,FAIR,0,COMPREHENSIVE,500.0,554.67,1,3979.85
6,SUV,PETROL,RIDESHARE,27824.78,55,21097,GOOD,0,COMPREHENSIVE,250.0,1189.51,0,0.0
13,SEDAN,DIESEL,PERSONAL,5464.46,54,16043,GOOD,0,THIRD_PARTY,1000.0,250.0,0,0.0
3,HATCHBACK,DIESEL,PERSONAL,14450.39,76,12102,EXCELLENT,0,COMPREHENSIVE,1000.0,473.61,0,0.0
0,SUV,DIESEL,RIDESHARE,35527.96,67,16113,EXCELLENT,0,COMPREHENSIVE,500.0,1518.82,0,0.0
10,SUV,DIESEL,PERSONAL,16817.92,73,15970,GOOD,1,COMPREHENSIVE,250.0,551.21,0,0.0
2,SEDAN,HYBRID,PERSONAL,25247.94,22,10384,EXCELLENT,0,THIRD_PARTY,2000.0,394.5,0,0.0
4,SEDAN,HYBRID,PERSONAL,12608.42,35,5076,FAIR,0,ZERO_DEP_PREMIUM,500.0,441.29,0,0.0
13,HATCHBACK,HYBRID,PERSONAL,4500.0,65,3936,GOOD,0,ZERO_DEP_PREMIUM,2000.0,250.0,0,0.0
9,SEDAN,ELECTRIC,PERSONAL,9261.03,34,11964,GOOD,1,COMPREHENSIVE,1000.0,263.94,0,0.0
7,SEDAN,HYBRID,PERSONAL,10975.57,19,10227,FAIR,1,ZERO_DEP_PREMIUM,250.0,480.18,1,856.15
1,SEDAN,PETROL,RIDESHARE,28627.03,66,10051,POOR,0,THIRD_PARTY,500.0,536.76,0,0.0
1,COMMERCIAL_VAN,PETROL,PERSONAL,30004.58,59,8879,EXCELLENT,1,COMPREHENSIVE,1000.0,855.13,0,0.0
7,HATCHBACK,DIESEL,PERSONAL,8535.37,75,8683,GOOD,0,ZERO_DEP_PREMIUM,1000.0,343.55,0,0.0
13,SEDAN,ELECTRIC,COMMERCIAL,6659.97,52,15446,FAIR,0,COMPREHENSIVE,500.0,256.24,1,978.25
8,SEDAN,DIESEL,COMMERCIAL,13524.58,31,3000,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
9,SEDAN,ELECTRIC,COMMERCIAL,13400.38,68,15147,EXCELLENT,0,COMPREHENSIVE,500.0,515.58,0,0.0
12,HATCHBACK,PETROL,RIDESHARE,4807.48,29,11257,GOOD,0,ZERO_DEP_PREMIUM,1000.0,252.39,0,0.0
12,SUV,PETROL,PERSONAL,13026.76,75,18983,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
0,SEDAN,ELECTRIC,RIDESHARE,33212.36,50,13698,EXCELLENT,1,THIRD_PARTY,1000.0,622.73,0,0.0
13,SEDAN,PETROL,COMMERCIAL,5844.08,24,4701,GOOD,0,ZERO_DEP_PREMIUM,1000.0,345.17,0,0.0
1,SEDAN,PETROL,PERSONAL,28332.13,75,4078,GOOD,1,COMPREHENSIVE,500.0,928.59,0,0.0
14,SUV,PETROL,PERSONAL,8904.05,56,7359,GOOD,0,COMPREHENSIVE,250.0,253.77,0,0.0
3,HATCHBACK,PETROL,PERSONAL,9475.16,62,13690,FAIR,0,THIRD_PARTY,250.0,250.0,0,0.0
11,SEDAN,ELECTRIC,RIDESHARE,9968.71,26,4792,FAIR,1,THIRD_PARTY,500.0,250.0,0,0.0
2,SEDAN,PETROL,PERSONAL,18481.51,22,12996,GOOD,1,COMPREHENSIVE,500.0,658.4,1,3855.01
0,SEDAN,DIESEL,PERSONAL,33148.78,21,15660,GOOD,0,COMPREHENSIVE,500.0,1180.93,0,0.0
3,COMMERCIAL_VAN,PETROL,PERSONAL,20904.84,49,10124,FAIR,0,COMPREHENSIVE,500.0,595.79,0,0.0
10,SEDAN,ELECTRIC,PERSONAL,7786.56,22,8503,GOOD,0,COMPREHENSIVE,250.0,277.4,0,0.0
12,HATCHBACK,PETROL,PERSONAL,5493.42,73,3000,FAIR,0,COMPREHENSIVE,250.0,250.0,0,0.0
10,SUV,DIESEL,PERSONAL,15592.74,73,19295,GOOD,1,COMPREHENSIVE,1000.0,511.05,0,0.0
1,SUV,ELECTRIC,COMMERCIAL,39669.76,77,20720,GOOD,1,ZERO_DEP_PREMIUM,500.0,2155.56,1,31466.9
9,SEDAN,PETROL,PERSONAL,9807.53,69,17989,EXCELLENT,0,ZERO_DEP_PREMIUM,2000.0,394.75,1,1146.89
4,SEDAN,HYBRID,PERSONAL,22986.35,61,11255,FAIR,0,THIRD_PARTY,250.0,287.33,0,0.0
0,SUV,DIESEL,PERSONAL,49219.19,25,12258,GOOD,0,THIRD_PARTY,250.0,615.24,0,0.0
13,HATCHBACK,PETROL,PERSONAL,4926.85,30,15585,FAIR,0,COMPREHENSIVE,1000.0,250.0,0,0.0
15,SUV,PETROL,PERSONAL,10781.15,21,13159,GOOD,0,ZERO_DEP_PREMIUM,500.0,471.68,0,0.0
7,SUV,HYBRID,PERSONAL,19857.15,69,3000,EXCELLENT,0,THIRD_PARTY,2000.0,285.45,0,0.0
9,SEDAN,ELECTRIC,PERSONAL,8329.35,28,16631,GOOD,1,ZERO_DEP_PREMIUM,1000.0,291.53,1,1294.86
15,COMMERCIAL_VAN,PETROL,PERSONAL,8572.01,32,17985,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
1,HATCHBACK,PETROL,PERSONAL,11083.66,73,17323,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
10,SEDAN,ELECTRIC,PERSONAL,14095.93,63,14535,GOOD,0,ZERO_DEP_PREMIUM,1000.0,493.36,0,0.0
2,COMMERCIAL_VAN,DIESEL,PERSONAL,27072.32,35,16811,EXCELLENT,0,THIRD_PARTY,1000.0,338.4,0,0.0
2,SUV,ELECTRIC,PERSONAL,34138.17,37,6142,EXCELLENT,0,COMPREHENSIVE,500.0,972.94,0,0.0
3,SUV,PETROL,PERSONAL,24389.7,18,12078,FAIR,0,COMPREHENSIVE,1000.0,868.88,1,4888.52
6,HATCHBACK,ELECTRIC,COMMERCIAL,10514.87,18,9491,FAIR,2,THIRD_PARTY,1000.0,250.0,0,0.0
12,HATCHBACK,PETROL,COMMERCIAL,4500.0,28,19031,EXCELLENT,0,COMPREHENSIVE,1000.0,250.0,0,0.0
8,SUV,PETROL,PERSONAL,21156.1,46,13327,GOOD,0,ZERO_DEP_PREMIUM,1000.0,740.46,1,3442.86
2,SEDAN,DIESEL,PERSONAL,16741.51,78,11784,GOOD,0,COMPREHENSIVE,500.0,548.7,0,0.0
0,SEDAN,CNG,PERSONAL,34491.74,46,7919,GOOD,0,COMPREHENSIVE,1000.0,983.01,0,0.0
14,TRUCK,PETROL,PERSONAL,15137.27,41,7733,EXCELLENT,0,COMPREHENSIVE,2000.0,431.41,0,0.0
10,SEDAN,DIESEL,COMMERCIAL,11898.33,37,7421,EXCELLENT,1,THIRD_PARTY,250.0,250.0,0,0.0
9,SEDAN,DIESEL,RIDESHARE,8313.37,47,15853,FAIR,0,COMPREHENSIVE,1000.0,355.4,1,731.88
14,SUV,DIESEL,COMMERCIAL,8133.01,55,15190,FAIR,0,COMPREHENSIVE,500.0,312.92,0,0.0
0,SUV,ELECTRIC,COMMERCIAL,46855.91,22,13625,GOOD,0,COMPREHENSIVE,500.0,2253.48,0,0.0
11,SUV,ELECTRIC,COMMERCIAL,10019.33,62,16060,FAIR,0,COMPREHENSIVE,1000.0,385.49,0,0.0
10,TRUCK,PETROL,PERSONAL,13864.27,27,8875,GOOD,1,THIRD_PARTY,250.0,250.0,0,0.0
5,SEDAN,CNG,PERSONAL,17535.84,23,4203,EXCELLENT,0,COMPREHENSIVE,1000.0,624.71,1,7439.82
4,SEDAN,ELECTRIC,COMMERCIAL,15902.55,21,15574,FAIR,0,ZERO_DEP_PREMIUM,250.0,939.24,0,0.0
9,SEDAN,HYBRID,PERSONAL,9517.92,21,12246,EXCELLENT,0,THIRD_PARTY,1000.0,250.0,0,0.0
6,TRUCK,DIESEL,PERSONAL,27561.56,24,16247,FAIR,0,COMPREHENSIVE,500.0,981.88,0,0.0
6,SUV,HYBRID,PERSONAL,19641.99,65,14417,GOOD,0,COMPREHENSIVE,1000.0,559.8,0,0.0
2,SEDAN,PETROL,COMMERCIAL,17189.86,50,12169,GOOD,0,ZERO_DEP_PREMIUM,500.0,812.22,0,0.0
6,HATCHBACK,PETROL,PERSONAL,9761.88,26,13425,GOOD,0,COMPREHENSIVE,2000.0,278.21,0,0.0
8,TRUCK,HYBRID,PERSONAL,20089.18,43,18840,FAIR,1,COMPREHENSIVE,1000.0,572.54,0,0.0
7,HATCHBACK,PETROL,RIDESHARE,10038.9,68,11194,EXCELLENT,3,COMPREHENSIVE,500.0,429.16,1,1090.56
2,TRUCK,PETROL,PERSONAL,28126.31,69,15815,EXCELLENT,1,COMPREHENSIVE,500.0,921.84,0,0.0
9,SEDAN,ELECTRIC,RIDESHARE,12621.86,64,13890,FAIR,0,COMPREHENSIVE,500.0,539.58,0,0.0
4,HATCHBACK,ELECTRIC,PERSONAL,11032.84,58,4964,FAIR,1,THIRD_PARTY,1000.0,250.0,0,0.0
12,SUV,PETROL,PERSONAL,11426.2,38,6586,FAIR,0,COMPREHENSIVE,500.0,325.65,0,0.0
12,HATCHBACK,HYBRID,COMMERCIAL,4500.0,77,12321,GOOD,0,COMPREHENSIVE,250.0,250.0,1,936.74
13,HATCHBACK,DIESEL,PERSONAL,4500.0,69,10260,GOOD,0,COMPREHENSIVE,1000.0,250.0,0,0.0
7,HATCHBACK,DIESEL,PERSONAL,10693.91,77,8224,GOOD,1,THIRD_PARTY,250.0,250.0,0,0.0
1,SUV,ELECTRIC,PERSONAL,30417.24,39,17318,EXCELLENT,0,COMPREHENSIVE,500.0,866.89,0,0.0
13,SEDAN,PETROL,PERSONAL,8978.44,50,5770,FAIR,1,COMPREHENSIVE,2000.0,255.89,0,0.0
13,SUV,PETROL,PERSONAL,14402.42,75,11606,FAIR,1,THIRD_PARTY,250.0,250.0,0,0.0
6,COMMERCIAL_VAN,PETROL,PERSONAL,23639.68,50,8566,POOR,0,THIRD_PARTY,500.0,295.5,0,0.0
10,TRUCK,DIESEL,PERSONAL,16757.4,65,19172,GOOD,0,THIRD_PARTY,1000.0,250.0,0,0.0
9,SEDAN,DIESEL,COMMERCIAL,9877.72,22,23828,GOOD,0,ZERO_DEP_PREMIUM,2000.0,583.4,0,0.0
9,SEDAN,ELECTRIC,PERSONAL,15062.96,38,11099,FAIR,0,COMPREHENSIVE,1000.0,429.29,0,0.0
6,SEDAN,ELECTRIC,PERSONAL,17384.63,44,16318,FAIR,0,ZERO_DEP_PREMIUM,500.0,608.46,0,0.0
10,HATCHBACK,DIESEL,PERSONAL,7263.06,58,18213,FAIR,0,THIRD_PARTY,2000.0,250.0,0,0.0
11,HATCHBACK,ELECTRIC,PERSONAL,5660.32,18,16544,GOOD,0,COMPREHENSIVE,1000.0,250.0,0,0.0
13,SEDAN,PETROL,RIDESHARE,9854.11,68,16059,FAIR,0,THIRD_PARTY,500.0,250.0,0,0.0
12,SUV,PETROL,PERSONAL,13925.96,33,4522,EXCELLENT,0,THIRD_PARTY,500.0,250.0,0,0.0
7,HATCHBACK,HYBRID,COMMERCIAL,7426.71,52,17793,GOOD,1,COMPREHENSIVE,250.0,285.74,0,0.0
0,HATCHBACK,PETROL,PERSONAL,17915.28,53,14116,EXCELLENT,0,COMPREHENSIVE,500.0,510.59,0,0.0
7,SUV,PETROL,PERSONAL,18624.53,61,11469,FAIR,0,THIRD_PARTY,1000.0,250.0,0,0.0
13,SUV,DIESEL,PERSONAL,7443.74,49,12148,GOOD,0,COMPREHENSIVE,250.0,250.0,0,0.0
0,SUV,PETROL,PERSONAL,45552.11,46,13660,EXCELLENT,0,THIRD_PARTY,250.0,569.4,0,0.0
2,SEDAN,HYBRID,PERSONAL,16922.65,56,11356,GOOD,0,COMPREHENSIVE,500.0,482.3,0,0.0
15,SUV,PETROL,PERSONAL,9246.67,64,10902,EXCELLENT,1,COMPREHENSIVE,500.0,263.53,1,1191.63
8,SUV,PETROL,PERSONAL,15834.77,40,8100,EXCELLENT,0,COMPREHENSIVE,500.0,451.29,0,0.0
3,TRUCK,PETROL,COMMERCIAL,31149.87,32,14795,EXCELLENT,1,COMPREHENSIVE,2000.0,1198.49,1,3057.5
9,SUV,DIESEL,COMMERCIAL,15931.65,43,11772,GOOD,0,COMPREHENSIVE,500.0,612.97,1,4977.65
12,HATCHBACK,PETROL,PERSONAL,7212.7,54,8931,EXCELLENT,0,COMPREHENSIVE,2000.0,250.0,0,0.0
8,SEDAN,DIESEL,PERSONAL,12053.75,42,12939,EXCELLENT,2,COMPREHENSIVE,2000.0,343.53,0,0.0
0,SUV,HYBRID,PERSONAL,29794.7,72,12692,EXCELLENT,0,COMPREHENSIVE,1000.0,976.52,0,0.0
7,SEDAN,HYBRID,RIDESHARE,15176.05,19,14776,EXCELLENT,0,COMPREHENSIVE,250.0,810.97,0,0.0
2,SEDAN,PETROL,PERSONAL,18632.61,29,12365,EXCELLENT,0,ZERO_DEP_PREMIUM,500.0,652.14,0,0.0
10,HATCHBACK,DIESEL,PERSONAL,4821.81,36,15275,GOOD,0,THIRD_PARTY,500.0,250.0,0,0.0
6,COMMERCIAL_VAN,DIESEL,PERSONAL,15863.22,76,11271,GOOD,0,ZERO_DEP_PREMIUM,500.0,638.49,0,0.0
1,SEDAN,HYBRID,PERSONAL,16940.96,49,11594,POOR,0,COMPREHENSIVE,500.0,482.82,0,0.0
12,SUV,CNG,PERSONAL,11630.19,40,13749,EXCELLENT,1,COMPREHENSIVE,250.0,331.46,1,2097.08
6,HATCHBACK,PETROL,PERSONAL,9074.17,22,14242,FAIR,0,ZERO_DEP_PREMIUM,500.0,396.99,0,0.0
