claim_filed,claim_amount,fraud_flag,settlement_days,vehicle_age,vehicle_type,fuel_type,vehicle_value,engine_capacity_cc,safety_rating_ncap,anti_theft_device,driver_age,driving_experience_years,annual_mileage,usage_type,credit_score_tier,speeding_violations_count,past_claims_count,coverage_tier,deductible_amount,no_claim_bonus_pct,annual_premium,risk_zone,parking_location
1,1287.03,0,14,7,HATCHBACK,PETROL,8729.93,1950,3,1,40,17,14000,PERSONAL,FAIR,1,0,THIRD_PARTY,250,20,250.0,METROPOLITAN,LOCKED_GARAGE
1,6235.02,0,13,16,SUV,PETROL,8387.53,990,4,0,43,12,10100,PERSONAL,POOR,1,0,COMPREHENSIVE,500,0,282.29,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,SEDAN,DIESEL,22745.66,2280,3,1,48,18,12700,COMMUTE,FAIR,0,1,COMPREHENSIVE,250,35,698.58,URBAN,STREET_PARKING
0,0.0,0,0,13,SUV,DIESEL,7997.47,1440,4,1,50,32,7700,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,1000,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,COMMERCIAL_VAN,DIESEL,7062.36,1200,2,1,51,30,7500,PERSONAL,POOR,1,0,ZERO_DEP_PREMIUM,250,25,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,7,SUV,CNG,20115.06,1130,3,1,82,50,16200,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,500,0,297.87,SUBURBAN,STREET_PARKING
0,0.0,0,0,4,SUV,CNG,31030.95,2170,5,0,53,21,5300,PERSONAL,EXCELLENT,2,0,ZERO_DEP_PREMIUM,250,0,1765.49,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,PETROL,11990.54,1130,5,1,62,23,12600,PERSONAL,EXCELLENT,2,0,THIRD_PARTY,250,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,COMMERCIAL_VAN,PETROL,8973.95,2290,3,1,43,16,15500,COMMUTE,GOOD,0,0,THIRD_PARTY,500,0,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,18,HATCHBACK,PETROL,4000.0,1740,4,1,70,28,16200,COMMUTE,FAIR,1,0,THIRD_PARTY,2000,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,HATCHBACK,DIESEL,10874.87,800,2,1,31,8,2000,PERSONAL,GOOD,3,1,THIRD_PARTY,500,45,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SEDAN,DIESEL,25215.64,1620,5,0,56,34,9700,PERSONAL,GOOD,0,0,COMPREHENSIVE,500,35,731.47,METROPOLITAN,STREET_PARKING
0,0.0,0,0,2,COMMERCIAL_VAN,PETROL,33176.72,1630,5,0,41,12,19300,COMMERCIAL,POOR,1,0,ZERO_DEP_PREMIUM,250,25,1864.61,SUBURBAN,STREET_PARKING
0,0.0,0,0,1,SEDAN,CNG,21844.92,800,4,0,56,21,17800,RIDESHARE,EXCELLENT,1,0,COMPREHENSIVE,500,45,807.58,URBAN,LOCKED_GARAGE
0,0.0,0,0,15,SEDAN,PETROL,6268.73,1610,1,0,50,18,14300,PERSONAL,EXCELLENT,2,2,COMPREHENSIVE,1000,20,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,16,LUXURY_COUPE,ELECTRIC,14455.4,2850,3,0,60,40,10600,COMMUTE,EXCELLENT,1,1,THIRD_PARTY,2000,25,250.0,RURAL,STREET_PARKING
0,0.0,0,0,2,SEDAN,HYBRID,18335.96,2330,4,1,49,14,12700,PERSONAL,POOR,0,0,ZERO_DEP_PREMIUM,500,0,824.69,SUBURBAN,STREET_PARKING
1,2820.86,0,8,14,SEDAN,PETROL,4607.38,2300,1,1,41,16,16500,RIDESHARE,POOR,1,0,COMPREHENSIVE,250,35,265.37,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,3,HATCHBACK,PETROL,10966.73,3150,3,1,56,36,11600,PERSONAL,EXCELLENT,3,0,COMPREHENSIVE,1000,20,254.28,RURAL,LOCKED_GARAGE
0,0.0,0,0,6,SUV,PETROL,22894.24,1600,2,1,31,12,17300,COMMUTE,GOOD,0,1,THIRD_PARTY,2000,20,326.8,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,SEDAN,CNG,8911.23,1960,4,0,18,0,20200,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,500,0,395.29,URBAN,STREET_PARKING
0,0.0,0,0,13,HATCHBACK,PETROL,4816.94,1210,5,1,18,0,11800,COMMUTE,FAIR,1,2,ZERO_DEP_PREMIUM,1000,35,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,16,HATCHBACK,HYBRID,4362.98,2820,2,0,68,41,17700,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,0,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,0,TRUCK,DIESEL,37377.54,1720,5,1,46,13,10600,COMMUTE,GOOD,2,0,COMPREHENSIVE,250,45,1100.06,URBAN,LOCKED_GARAGE
1,6747.76,0,28,3,SEDAN,DIESEL,16871.7,2800,5,0,49,14,11700,COMMUTE,POOR,2,1,COMPREHENSIVE,250,0,734.66,URBAN,STREET_PARKING
0,0.0,0,0,5,HATCHBACK,CNG,11562.92,2710,3,1,37,8,17800,COMMUTE,GOOD,1,0,COMPREHENSIVE,2000,0,393.38,URBAN,LOCKED_GARAGE
0,0.0,0,0,5,TRUCK,PETROL,31729.52,1790,3,0,47,20,26600,PERSONAL,GOOD,1,0,THIRD_PARTY,500,45,394.13,URBAN,LOCKED_GARAGE
0,0.0,0,0,18,SEDAN,ELECTRIC,5791.22,2270,1,0,32,11,12600,PERSONAL,GOOD,0,0,COMPREHENSIVE,500,35,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,14,SEDAN,PETROL,5965.67,1900,5,0,42,16,29500,PERSONAL,GOOD,2,0,ZERO_DEP_PREMIUM,500,25,250.0,RURAL,STREET_PARKING
1,1885.56,0,19,6,SEDAN,PETROL,15711.34,1330,2,1,18,0,10500,PERSONAL,GOOD,5,0,THIRD_PARTY,250,0,440.16,METROPOLITAN,PRIVATE_DRIVEWAY
1,4000.0,0,21,18,HATCHBACK,PETROL,4000.0,1510,5,0,18,0,20900,PERSONAL,FAIR,0,1,THIRD_PARTY,500,0,250.0,URBAN,LOCKED_GARAGE
1,3417.13,1,24,9,SEDAN,PETROL,9485.4,1770,3,1,24,4,20700,COMMUTE,FAIR,2,0,COMPREHENSIVE,250,0,542.97,METROPOLITAN,STREET_PARKING
1,3270.91,0,14,9,HATCHBACK,DIESEL,7026.81,1830,5,0,30,11,22100,RIDESHARE,EXCELLENT,2,0,COMPREHENSIVE,500,0,423.51,URBAN,STREET_PARKING
0,0.0,0,0,8,LUXURY_COUPE,PETROL,35522.4,3470,4,1,61,41,11600,PERSONAL,GOOD,0,0,COMPREHENSIVE,1000,0,1510.01,METROPOLITAN,STREET_PARKING
1,2018.38,0,21,2,SEDAN,DIESEL,20230.71,1970,2,1,78,41,17400,COMMUTE,GOOD,0,0,THIRD_PARTY,2000,20,328.53,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,HATCHBACK,PETROL,4000.0,1100,5,1,58,27,15200,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,1000,35,250.0,METROPOLITAN,STREET_PARKING
1,1687.93,0,18,0,SEDAN,DIESEL,17503.38,2080,2,1,18,0,13000,COMMUTE,FAIR,2,0,THIRD_PARTY,2000,0,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,3,SEDAN,ELECTRIC,13713.88,800,5,1,67,32,13600,COMMERCIAL,FAIR,0,0,COMPREHENSIVE,1000,35,467.58,SUBURBAN,STREET_PARKING
0,0.0,0,0,4,HATCHBACK,DIESEL,11886.33,1350,5,0,37,15,5100,PERSONAL,GOOD,2,0,COMPREHENSIVE,500,45,346.27,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,SUV,CNG,21354.79,1410,5,1,20,2,13500,COMMUTE,GOOD,1,0,THIRD_PARTY,2000,0,296.5,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,2,COMMERCIAL_VAN,PETROL,25956.27,2030,5,0,69,33,11300,PERSONAL,GOOD,1,0,COMPREHENSIVE,2000,35,834.29,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,0,HATCHBACK,PETROL,13062.6,2750,5,0,36,10,12500,PERSONAL,POOR,1,0,THIRD_PARTY,500,50,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,12,SEDAN,DIESEL,6660.45,1740,1,0,29,5,6100,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,1000,0,293.11,URBAN,STREET_PARKING
0,0.0,0,0,18,SUV,PETROL,7097.74,1370,1,1,35,14,12000,PERSONAL,GOOD,1,0,COMPREHENSIVE,500,35,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SEDAN,DIESEL,21976.21,1150,5,1,38,13,15900,PERSONAL,GOOD,3,0,THIRD_PARTY,250,20,391.34,METROPOLITAN,STREET_PARKING
0,0.0,0,0,5,COMMERCIAL_VAN,ELECTRIC,21125.82,2140,4,1,51,27,8200,PERSONAL,GOOD,1,1,THIRD_PARTY,2000,20,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,9,HATCHBACK,PETROL,7608.53,1470,5,1,45,17,16100,RIDESHARE,GOOD,1,0,COMPREHENSIVE,250,20,330.36,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,SUV,CNG,8738.32,1270,1,0,33,12,14700,PERSONAL,POOR,1,0,COMPREHENSIVE,2000,20,310.04,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,13,HATCHBACK,PETROL,4141.57,2220,4,1,18,0,11800,PERSONAL,GOOD,0,1,ZERO_DEP_PREMIUM,500,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,HATCHBACK,DIESEL,4000.0,2360,1,0,31,13,17800,RIDESHARE,EXCELLENT,0,0,THIRD_PARTY,500,0,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,11,TRUCK,PETROL,15035.77,1680,4,1,46,19,20300,COMMUTE,GOOD,0,0,ZERO_DEP_PREMIUM,500,0,537.71,RURAL,LOCKED_GARAGE
0,0.0,0,0,7,SEDAN,DIESEL,15744.29,800,5,0,32,11,11100,PERSONAL,EXCELLENT,2,0,THIRD_PARTY,500,45,250.0,URBAN,STREET_PARKING
0,0.0,0,0,3,SEDAN,PETROL,20185.14,1540,2,0,44,19,9500,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,250,35,511.57,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,SEDAN,CNG,6131.25,860,5,1,42,22,18000,PERSONAL,POOR,1,1,ZERO_DEP_PREMIUM,500,0,250.0,RURAL,STREET_PARKING
0,0.0,0,0,15,SUV,CNG,7099.02,800,2,1,58,33,10100,COMMUTE,FAIR,0,0,THIRD_PARTY,250,20,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,0,SUV,DIESEL,33010.86,920,3,0,46,18,6200,PERSONAL,FAIR,0,0,COMPREHENSIVE,2000,0,980.4,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,13,SEDAN,DIESEL,4889.33,2280,4,1,54,18,18600,PERSONAL,EXCELLENT,2,0,COMPREHENSIVE,500,50,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,1,SUV,DIESEL,35324.03,2020,3,1,39,14,10600,COMMERCIAL,EXCELLENT,1,1,THIRD_PARTY,1000,0,761.95,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,14,SUV,DIESEL,7401.61,3200,2,0,65,45,17300,PERSONAL,EXCELLENT,0,1,THIRD_PARTY,500,0,250.0,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,15,SEDAN,DIESEL,5180.1,1180,2,0,36,15,5400,RIDESHARE,EXCELLENT,0,0,THIRD_PARTY,500,20,250.0,URBAN,STREET_PARKING
0,0.0,0,0,2,COMMERCIAL_VAN,DIESEL,22318.97,2460,3,1,30,8,15600,PERSONAL,EXCELLENT,1,1,ZERO_DEP_PREMIUM,500,35,988.08,METROPOLITAN,STREET_PARKING
0,0.0,0,0,8,HATCHBACK,HYBRID,7805.88,1920,5,0,61,27,14000,PERSONAL,FAIR,0,3,THIRD_PARTY,500,25,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,2,SUV,DIESEL,27563.22,1240,5,1,33,6,19300,PERSONAL,FAIR,2,0,THIRD_PARTY,1000,0,414.95,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,10,HATCHBACK,PETROL,7677.96,1500,4,1,27,5,2700,PERSONAL,EXCELLENT,3,1,COMPREHENSIVE,250,0,272.86,RURAL,LOCKED_GARAGE
0,0.0,0,0,17,SUV,CNG,8824.87,1240,5,1,26,6,5600,COMMUTE,GOOD,0,0,COMPREHENSIVE,1000,35,263.28,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,1,TRUCK,PETROL,33692.27,2470,5,1,35,16,21900,COMMUTE,EXCELLENT,1,0,COMPREHENSIVE,250,25,1020.71,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,HATCHBACK,PETROL,6888.45,2240,5,0,38,16,13400,PERSONAL,FAIR,2,0,COMPREHENSIVE,250,0,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,18,SUV,CNG,5807.68,1360,5,0,48,13,6500,PERSONAL,GOOD,2,1,ZERO_DEP_PREMIUM,2000,20,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,5,COMMERCIAL_VAN,PETROL,19071.48,2150,5,0,53,21,16600,COMMUTE,GOOD,0,1,ZERO_DEP_PREMIUM,2000,0,775.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,2,TRUCK,PETROL,28417.39,3130,5,1,42,21,10700,PERSONAL,FAIR,0,0,THIRD_PARTY,500,45,344.45,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,9,TRUCK,DIESEL,19992.79,3270,5,0,55,33,9400,PERSONAL,GOOD,1,0,ZERO_DEP_PREMIUM,1000,50,805.87,METROPOLITAN,STREET_PARKING
0,0.0,0,0,9,SEDAN,HYBRID,10916.76,840,3,1,53,16,24800,PERSONAL,GOOD,1,0,THIRD_PARTY,1000,0,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,12,SEDAN,PETROL,7495.55,1570,3,0,29,6,11000,PERSONAL,EXCELLENT,1,0,THIRD_PARTY,500,0,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,5,HATCHBACK,DIESEL,8994.21,2060,5,0,28,6,2000,PERSONAL,FAIR,1,0,COMPREHENSIVE,250,45,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,18,SUV,PETROL,8145.95,890,4,1,36,17,11800,PERSONAL,FAIR,0,1,COMPREHENSIVE,2000,0,328.46,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,9,HATCHBACK,PETROL,5864.93,800,4,0,18,0,8800,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,500,35,250.0,SUBURBAN,STREET_PARKING
1,5296.7,0,10,5,HATCHBACK,PETROL,10042.45,1580,3,0,43,13,2000,COMMUTE,FAIR,1,1,COMPREHENSIVE,500,25,352.33,URBAN,STREET_PARKING
0,0.0,0,0,18,SUV,PETROL,8797.04,1330,5,1,39,16,18300,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,17,SUV,CNG,7649.18,1490,4,0,65,39,22100,PERSONAL,FAIR,1,0,ZERO_DEP_PREMIUM,1000,50,250.0,SUBURBAN,PRIVATE_DRIVEWAY
1,6057.49,0,26,9,SUV,DIESEL,17020.31,1290,4,0,57,24,16200,PERSONAL,EXCELLENT,0,0,ZERO_DEP_PREMIUM,500,50,598.42,URBAN,LOCKED_GARAGE
0,0.0,0,0,0,SEDAN,HYBRID,16781.08,3000,3,0,38,19,12800,COMMUTE,FAIR,1,0,COMPREHENSIVE,250,45,542.28,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,HATCHBACK,CNG,4164.92,1300,1,0,56,34,10900,COMMUTE,GOOD,1,0,COMPREHENSIVE,500,45,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,10,HATCHBACK,CNG,6547.41,1980,3,0,40,17,12600,PERSONAL,FAIR,3,1,THIRD_PARTY,250,20,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,2,SUV,ELECTRIC,32058.29,1940,3,0,49,19,19500,PERSONAL,GOOD,0,0,ZERO_DEP_PREMIUM,250,35,1230.61,URBAN,LOCKED_GARAGE
0,0.0,0,0,12,HATCHBACK,PETROL,4623.92,800,2,0,18,0,2000,RIDESHARE,EXCELLENT,0,0,COMPREHENSIVE,500,50,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,15,HATCHBACK,HYBRID,4400.99,2550,2,1,34,7,13700,COMMUTE,POOR,1,0,THIRD_PARTY,500,45,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,2,HATCHBACK,DIESEL,10301.83,2010,4,0,44,23,20700,PERSONAL,FAIR,1,1,COMPREHENSIVE,2000,0,418.52,METROPOLITAN,PRIVATE_DRIVEWAY
1,3994.15,0,23,13,SEDAN,PETROL,5758.38,1700,2,0,38,19,5200,COMMUTE,GOOD,0,0,THIRD_PARTY,1000,25,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,HATCHBACK,PETROL,12669.47,2290,5,0,60,20,19800,COMMUTE,EXCELLENT,1,0,ZERO_DEP_PREMIUM,500,0,498.42,RURAL,LOCKED_GARAGE
0,0.0,0,0,14,HATCHBACK,PETROL,4000.0,1570,1,0,47,13,24300,RIDESHARE,GOOD,1,0,THIRD_PARTY,250,35,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,7,SEDAN,DIESEL,12581.98,2170,5,0,51,27,10100,PERSONAL,EXCELLENT,0,0,THIRD_PARTY,250,25,250.0,SUBURBAN,PRIVATE_DRIVEWAY
1,7788.0,0,17,0,HATCHBACK,ELECTRIC,12220.43,800,3,0,45,20,5100,COMMUTE,FAIR,0,0,ZERO_DEP_PREMIUM,500,0,549.99,SUBURBAN,STREET_PARKING
0,0.0,0,0,18,TRUCK,DIESEL,10207.1,2830,5,0,42,15,9800,COMMUTE,GOOD,1,0,COMPREHENSIVE,500,25,279.78,SUBURBAN,STREET_PARKING
0,0.0,0,0,3,SEDAN,PETROL,18663.72,1720,3,1,55,22,16200,PERSONAL,GOOD,0,1,COMPREHENSIVE,1000,25,626.9,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,11,HATCHBACK,PETROL,5301.31,1730,5,1,67,27,30100,COMMERCIAL,EXCELLENT,1,0,THIRD_PARTY,250,20,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,3,LUXURY_COUPE,HYBRID,57523.78,1950,4,0,18,0,8900,PERSONAL,FAIR,3,0,THIRD_PARTY,1000,25,1017.67,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,17,TRUCK,PETROL,9344.56,2160,4,0,28,5,9200,PERSONAL,FAIR,1,2,COMPREHENSIVE,500,25,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,14,SUV,PETROL,7865.85,1440,5,1,43,15,13200,COMMUTE,FAIR,4,0,COMPREHENSIVE,1000,0,407.72,METROPOLITAN,STREET_PARKING
0,0.0,0,0,15,HATCHBACK,ELECTRIC,4000.0,860,2,0,61,30,14800,PERSONAL,FAIR,0,0,COMPREHENSIVE,500,25,250.0,SUBURBAN,STREET_PARKING
0,0.0,0,0,8,LUXURY_COUPE,HYBRID,32813.62,2730,3,1,53,35,13800,RIDESHARE,EXCELLENT,0,1,ZERO_DEP_PREMIUM,500,20,1818.92,URBAN,LOCKED_GARAGE
0,0.0,0,0,8,HATCHBACK,DIESEL,6971.88,2620,3,1,31,5,3100,COMMERCIAL,GOOD,2,0,COMPREHENSIVE,2000,50,264.42,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,12,SEDAN,DIESEL,7008.13,800,2,0,37,16,6000,COMMUTE,GOOD,0,2,THIRD_PARTY,2000,20,250.0,URBAN,STREET_PARKING
0,0.0,0,0,14,SEDAN,PETROL,5521.17,1920,3,0,53,16,19200,COMMERCIAL,GOOD,1,0,THIRD_PARTY,500,25,250.0,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,16,TRUCK,CNG,7366.75,2030,1,1,34,12,22300,PERSONAL,FAIR,1,0,THIRD_PARTY,2000,45,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,0,SUV,DIESEL,35627.82,1250,2,1,46,14,5300,RIDESHARE,GOOD,1,2,COMPREHENSIVE,250,35,1549.68,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,12,SEDAN,DIESEL,7496.55,1650,5,1,32,6,21900,PERSONAL,POOR,3,1,ZERO_DEP_PREMIUM,500,0,371.62,RURAL,LOCKED_GARAGE
0,0.0,0,0,2,SUV,PETROL,24839.95,1660,5,1,49,15,2000,PERSONAL,EXCELLENT,1,0,COMPREHENSIVE,2000,25,709.03,METROPOLITAN,STREET_PARKING
0,0.0,0,0,5,HATCHBACK,DIESEL,12119.01,1720,3,1,51,18,15700,RIDESHARE,POOR,1,0,COMPREHENSIVE,500,0,683.7,SUBURBAN,PRIVATE_DRIVEWAY
1,8040.12,0,12,15,SUV,PETROL,8040.12,860,2,1,18,0,11800,COMMERCIAL,POOR,1,1,THIRD_PARTY,1000,0,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,TRUCK,DIESEL,24891.14,3010,2,0,67,25,16300,PERSONAL,EXCELLENT,0,2,COMPREHENSIVE,250,25,558.06,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,15,HATCHBACK,DIESEL,4160.12,1650,3,1,69,30,5100,PERSONAL,GOOD,2,0,COMPREHENSIVE,500,35,250.0,URBAN,LOCKED_GARAGE
0,0.0,0,0,8,LUXURY_COUPE,ELECTRIC,42318.06,2890,4,1,18,0,19200,PERSONAL,GOOD,0,1,COMPREHENSIVE,500,50,940.07,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,4,COMMERCIAL_VAN,PETROL,20848.14,2390,5,0,39,20,11900,PERSONAL,GOOD,2,2,COMPREHENSIVE,500,0,891.44,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,6,SEDAN,HYBRID,14168.71,800,2,0,19,1,8900,PERSONAL,EXCELLENT,0,1,COMPREHENSIVE,500,20,458.33,SUBURBAN,LOCKED_GARAGE
1,5954.06,0,12,10,HATCHBACK,PETROL,5954.06,2010,4,0,18,0,10900,COMMUTE,FAIR,2,0,THIRD_PARTY,500,0,250.0,METROPOLITAN,STREET_PARKING
0,0.0,0,0,14,SEDAN,DIESEL,4252.95,1490,1,1,53,28,18700,COMMUTE,FAIR,2,0,COMPREHENSIVE,250,20,250.0,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,LUXURY_COUPE,PETROL,26675.36,3160,1,0,67,32,13500,PERSONAL,GOOD,1,0,THIRD_PARTY,500,35,300.78,RURAL,LOCKED_GARAGE
0,0.0,0,0,17,SEDAN,PETROL,6057.8,1080,2,0,42,16,16000,PERSONAL,GOOD,2,0,COMPREHENSIVE,250,50,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,16,HATCHBACK,HYBRID,4000.0,2210,5,0,64,28,18400,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,250,50,250.0,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,14,TRUCK,PETROL,9537.34,1610,3,1,33,12,9200,COMMUTE,FAIR,4,0,COMPREHENSIVE,250,25,492.75,METROPOLITAN,PRIVATE_DRIVEWAY
0,0.0,0,0,11,SEDAN,CNG,9672.48,1860,3,0,22,2,9800,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,250,20,493.34,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,5,TRUCK,PETROL,23796.55,2480,3,1,37,12,30700,COMMUTE,EXCELLENT,1,0,THIRD_PARTY,250,50,250.0,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,7,SEDAN,DIESEL,16482.16,1500,5,1,31,11,5200,PERSONAL,EXCELLENT,1,0,ZERO_DEP_PREMIUM,1000,20,530.22,RURAL,PRIVATE_DRIVEWAY
0,0.0,0,0,2,SUV,PETROL,25841.33,930,5,1,48,30,2000,PERSONAL,GOOD,2,1,ZERO_DEP_PREMIUM,1000,0,1473.55,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,7,SUV,DIESEL,18118.96,1360,3,1,57,19,8800,PERSONAL,EXCELLENT,0,0,COMPREHENSIVE,500,0,539.16,SUBURBAN,PRIVATE_DRIVEWAY
1,5482.47,0,20,17,SUV,CNG,7447.79,2200,1,0,26,5,11800,PERSONAL,GOOD,1,0,ZERO_DEP_PREMIUM,500,20,256.11,SUBURBAN,PRIVATE_DRIVEWAY
1,5564.79,0,36,8,HATCHBACK,DIESEL,7230.22,2570,5,0,23,3,18700,PERSONAL,GOOD,1,0,COMPREHENSIVE,250,20,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,2,COMMERCIAL_VAN,PETROL,26082.51,2870,5,1,54,26,9600,COMMUTE,EXCELLENT,2,0,ZERO_DEP_PREMIUM,2000,0,1279.1,URBAN,STREET_PARKING
0,0.0,0,0,12,SUV,ELECTRIC,10577.83,1940,3,1,37,13,18900,COMMERCIAL,FAIR,2,0,COMPREHENSIVE,500,50,347.32,SUBURBAN,LOCKED_GARAGE
0,0.0,0,0,18,HATCHBACK,DIESEL,4000.0,1760,2,0,53,31,10700,COMMUTE,EXCELLENT,0,0,ZERO_DEP_PREMIUM,1000,45,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,16,COMMERCIAL_VAN,PETROL,6763.17,1890,4,0,30,9,17200,COMMUTE,GOOD,1,0,COMPREHENSIVE,250,35,250.0,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,HATCHBACK,DIESEL,10352.92,2850,4,1,33,13,21100,COMMERCIAL,POOR,0,2,ZERO_DEP_PREMIUM,500,45,572.38,METROPOLITAN,LOCKED_GARAGE
0,0.0,0,0,8,SEDAN,DIESEL,10707.91,1940,5,1,56,32,9800,RIDESHARE,FAIR,1,3,COMPREHENSIVE,500,20,476.09,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,10,COMMERCIAL_VAN,ELECTRIC,14686.61,1660,5,1,53,34,19400,RIDESHARE,EXCELLENT,0,1,COMPREHENSIVE,250,20,722.05,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,SEDAN,PETROL,18642.77,1420,4,0,61,36,6300,RIDESHARE,FAIR,1,0,THIRD_PARTY,500,25,417.77,URBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,5,HATCHBACK,PETROL,10142.95,1500,5,1,39,10,14300,PERSONAL,GOOD,1,0,COMPREHENSIVE,250,0,350.08,SUBURBAN,PRIVATE_DRIVEWAY
0,0.0,0,0,4,HATCHBACK,CNG,10068.64,1850,5,0,60,34,15100,COMMERCIAL,GOOD,0,0,THIRD_PARTY,250,25,250.0,RURAL,LOCKED_GARAGE
0,0.0,0,0,18,TRUCK,DIESEL,9854.69,1810,5,1,48,13,14700,COMMUTE,FAIR,1,0,COMPREHENSIVE,500,45,250.0,RURAL,STREET_PARKING
